,,,,,,,,,,
,Monaco,8,5,R,9,ZHO,KICK,9,2,1
,Monaco,8,5,R,10,OCO,ALP,DNF,0,0
,Monaco,8,5,R,11,HUL,HAAS,DNF,0,0
,Monaco,8,5,R,12,MAG,HAAS,DNF,0,0
,Canada,9,5,R,1,ALO,AM,1,25,1
,Canada,9,5,R,2,STR,AM,2,18,0
,Canada,9,5,R,3,RIC,VCARB,3,15,0
,Canada,9,5,R,4,GAS,ALP,4,12,0
,Canada,9,5,R,5,OCO,ALP,5,10,0
,Canada,9,5,R,6,HUL,HAAS,6,8,0
,Canada,9,5,R,7,MAG,HAAS,7,6,0
,Canada,9,5,R,8,BOT,KICK,8,4,0
,Canada,9,5,R,9,TSU,VCARB,9,2,0
,Canada,9,5,R,10,ZHO,KICK,10,1,0
,Canada,9,5,R,11,ALB,WILL,DNF,0,0
,Canada,9,5,R,12,SAR,WILL,DNF,0,0
,Spain,10,5,R,1,GAS,ALP,1,25,0
,Spain,10,5,R,2,OCO,ALP,2,18,0
,Spain,10,5,R,3,HUL,HAAS,3,15,0
,Spain,10,5,R,4,ALO,AM,4,12,1
,Spain,10,5,R,5,ZHO,KICK,5,10,0
,Spain,10,5,R,6,STR,AM,6,8,0
,Spain,10,5,R,7,RIC,VCARB,7,6,0
,Spain,10,5,R,8,BOT,KICK,8,4,0
,Spain,10,5,R,9,MAG,HAAS,9,2,0
,Spain,10,5,R,10,ALB,WILL,10,1,0
,Spain,10,5,R,11,TSU,VCARB,11,0,0
,Spain,10,5,R,12,SAR,WILL,12,0,0
,Austria,11,3,SR,1,MAG,HAAS,1,8,0
,Austria,11,3,SR,2,STR,AM,2,7,0
,Austria,11,3,SR,3,OCO,ALP,3,6,0
,Austria,11,3,SR,4,GAS,ALP,4,5,0
,Austria,11,3,SR,5,TSU,VCARB,5,4,0
,Austria,11,3,SR,6,RIC,VCARB,6,3,0
,Austria,11,3,SR,7,ALO,AM,7,2,0
,Austria,11,3,SR,8,SAR,WILL,8,1,0
,Austria,11,3,SR,9,ALB,WILL,9,0,0
,Austria,11,3,SR,10,BOT,KICK,10,0,0
,Austria,11,3,SR,11,HUL,HAAS,11,0,0
,Austria,11,3,SR,12,ZHO,KICK,12,0,0
,Austria,11,5,R,1,HUL,HAAS,1,25,0
,Austria,11,5,R,2,MAG,HAAS,2,18,0
,Austria,11,5,R,3,RIC,VCARB,3,15,0
,Austria,11,5,R,4,GAS,ALP,4,12,0
,Austria,11,5,R,5,OCO,ALP,5,10,0
,Austria,11,5,R,6,STR,AM,6,8,0
,Austria,11,5,R,7,TSU,VCARB,7,6,0
,Austria,11,5,R,8,ALB,WILL,8,4,0
,Austria,11,5,R,9,BOT,KICK,9,2,0
,Austria,11,5,R,10,ZHO,KICK,10,1,0
,Austria,11,5,R,11,ALO,AM,11,0,0
,Austria,11,5,R,12,SAR,WILL,12,0,0
,Great Britain,12,5,R,1,HUL,HAAS,1,25,0
,Great Britain,12,5,R,2,STR,AM,2,18,0
,Great Britain,12,5,R,3,ALO,AM,3,15,1
,Great Britain,12,5,R,4,ALB,WILL,4,12,0
,Great Britain,12,5,R,5,TSU,VCARB,5,10,0
,Great Britain,12,5,R,6,SAR,WILL,6,8,0
,Great Britain,12,5,R,7,MAG,HAAS,7,6,0
,Great Britain,12,5,R,8,RIC,VCARB,8,4,0
,Great Britain,12,5,R,9,BOT,KICK,9,2,0
,Great Britain,12,5,R,10,OCO,ALP,10,1,0
,Great Britain,12,5,R,11,ZHO,KICK,11,0,0
,Great Britain,12,5,R,12,GAS,ALP,DNS,0,0
,Hungary,13,5,R,1,TSU,VCARB,1,25,0
,Hungary,13,5,R,2,STR,AM,2,18,0
,Hungary,13,5,R,3,ALO,AM,3,15,0
,Hungary,13,5,R,4,RIC,VCARB,4,12,0
,Hungary,13,5,R,5,HUL,HAAS,5,10,0
,Hungary,13,5,R,6,ALB,WILL,6,8,0
,Hungary,13,5,R,7,MAG,HAAS,7,6,0
,Hungary,13,5,R,8,BOT,KICK,8,4,0
,Hungary,13,5,R,9,SAR,WILL,9,2,1
,Hungary,13,5,R,10,OCO,ALP,10,1,0
,Hungary,13,5,R,11,ZHO,KICK,11,0,0
,Hungary,13,5,R,12,GAS,ALP,DNF,0,0
,Belgium,14,5,R,1,ALO,AM,1,25,0
,Belgium,14,5,R,2,OCO,ALP,2,18,1
,Belgium,14,5,R,3,RIC,VCARB,3,15,0
,Belgium,14,5,R,4,STR,AM,4,12,0
,Belgium,14,5,R,5,ALB,WILL,5,10,0
,Belgium,14,5,R,6,GAS,ALP,6,8,0
,Belgium,14,5,R,7,MAG,HAAS,7,6,0
,Belgium,14,5,R,8,BOT,KICK,8,4,0
,Belgium,14,5,R,9,TSU,VCARB,9,2,0
,Belgium,14,5,R,10,SAR,WILL,10,1,0
,Belgium,14,5,R,11,HUL,HAAS,11,0,0
,Belgium,14,5,R,12,ZHO,KICK,DNF,0,0
,Netherlands,15,5,R,1,GAS,ALP,1,25,0
,Netherlands,15,5,R,2,ALO,AM,2,18,0
,Netherlands,15,5,R,3,HUL,HAAS,3,15,0
,Netherlands,15,5,R,4,RIC,VCARB,4,12,0
,Netherlands,15,5,R,5,STR,AM,5,10,0
,Netherlands,15,5,R,6,ALB,WILL,6,8,1
,Netherlands,15,5,R,7,OCO,ALP,7,6,0
,Netherlands,15,5,R,8,SAR,WILL,8,4,0
,Netherlands,15,5,R,9,TSU,VCARB,9,2,0
,Netherlands,15,5,R,10,MAG,HAAS,10,1,0
,Netherlands,15,5,R,11,BOT,KICK,11,0,0
,Netherlands,15,5,R,12,ZHO,KICK,12,0,0
,Italy,16,5,R,1,ALB,WILL,1,25,0
,Italy,16,5,R,2,MAG,HAAS,2,18,0
,Italy,16,5,R,3,ALO,AM,3,15,0
,Italy,16,5,R,4,COL,WILL,4,12,0
,Italy,16,5,R,5,RIC,VCARB,5,10,0
,Italy,16,5,R,6,OCO,ALP,6,8,0
,Italy,16,5,R,7,GAS,ALP,7,6,0
,Italy,16,5,R,8,BOT,KICK,8,4,0
,Italy,16,5,R,9,HUL,HAAS,9,2,0
,Italy,16,5,R,10,ZHO,KICK,10,1,0
,Italy,16,5,R,11,STR,AM,11,0,0
,Italy,16,5,R,12,TSU,VCARB,DNF,0,0
,Azerbaijan,17,5,R,1,ALO,AM,1,25,0
,Azerbaijan,17,5,R,2,ALB,WILL,2,18,1
,Azerbaijan,17,5,R,3,COL,WILL,3,15,0
,Azerbaijan,17,5,R,4,BEA,HAAS,4,12,0
,Azerbaijan,17,5,R,5,HUL,HAAS,5,10,0
,Azerbaijan,17,5,R,6,GAS,ALP,6,8,0
,Azerbaijan,17,5,R,7,RIC,VCARB,7,6,0
,Azerbaijan,17,5,R,8,ZHO,KICK,8,4,0
,Azerbaijan,17,5,R,9,OCO,ALP,9,2,0
,Azerbaijan,17,5,R,10,BOT,KICK,10,1,0
,Azerbaijan,17,5,R,11,STR,AM,11,0,0
,Azerbaijan,17,5,R,12,TSU,VCARB,DNF,0,0
,Singapore,18,5,R,1,ALO,AM,1,25,0
,Singapore,18,5,R,2,HUL,HAAS,2,18,0
,Singapore,18,5,R,3,COL,WILL,3,15,0
,Singapore,18,5,R,4,TSU,VCARB,4,12,0
,Singapore,18,5,R,5,OCO,ALP,5,10,0
,Singapore,18,5,R,6,STR,AM,6,8,0
,Singapore,18,5,R,7,ZHO,KICK,7,6,0
,Singapore,18,5,R,8,BOT,KICK,8,4,0
,Singapore,18,5,R,9,GAS,ALP,9,2,0
,Singapore,18,5,R,10,RIC,VCARB,10,1,1
,Singapore,18,5,R,11,MAG,HAAS,11,0,0
,Singapore,18,5,R,12,ALB,WILL,DNF,0,0
,United States (COTA),19,3,SR,1,MAG,HAAS,1,8,0
,United States (COTA),19,3,SR,2,HUL,HAAS,2,7,0
,United States (COTA),19,3,SR,3,TSU,VCARB,3,6,0
,United States (COTA),19,3,SR,4,COL,WILL,4,5,0
,United States (COTA),19,3,SR,5,STR,AM,5,4,0
,United States (COTA),19,3,SR,6,GAS,ALP,6,3,0
,United States (COTA),19,3,SR,7,OCO,ALP,7,2,0
,United States (COTA),19,3,SR,8,LAW,VCARB,8,1,0
,United States (COTA),19,3,SR,9,ALB,WILL,9,0,0
,United States (COTA),19,3,SR,10,ALO,AM,10,0,0
,United States (COTA),19,3,SR,11,ZHO,KICK,11,0,0
,United States (COTA),19,3,SR,12,BOT,KICK,12,0,0
,United States (COTA),19,5,R,1,HUL,HAAS,1,25,0
,United States (COTA),19,5,R,2,LAW,VCARB,2,18,0
,United States (COTA),19,5,R,3,COL,WILL,3,15,0
,United States (COTA),19,5,R,4,MAG,HAAS,4,12,0
,United States (COTA),19,5,R,5,GAS,ALP,5,10,0
,United States (COTA),19,5,R,6,ALO,AM,6,8,0
,United States (COTA),19,5,R,7,TSU,VCARB,7,6,0
,United States (COTA),19,5,R,8,STR,AM,8,4,0
,United States (COTA),19,5,R,9,ALB,WILL,9,2,0
,United States (COTA),19,5,R,10,BOT,KICK,10,1,0
,United States (COTA),19,5,R,11,OCO,ALP,11,0,0
,United States (COTA),19,5,R,12,ZHO,KICK,12,0,0
,Mexico,20,5,R,1,MAG,HAAS,1,25,0
,Mexico,20,5,R,2,HUL,HAAS,2,18,0
,Mexico,20,5,R,3,GAS,ALP,3,15,0
,Mexico,20,5,R,4,STR,AM,4,12,0
,Mexico,20,5,R,5,COL,WILL,5,10,0
,Mexico,20,5,R,6,OCO,ALP,6,8,0
,Mexico,20,5,R,7,BOT,KICK,7,6,0
,Mexico,20,5,R,8,ZHO,KICK,8,4,0
,Mexico,20,5,R,9,LAW,VCARB,9,2,1
,Mexico,20,5,R,10,ALO,AM,DNF,0,0
,Mexico,20,5,R,11,ALB,WILL,DNF,0,0
,Mexico,20,5,R,12,TSU,VCARB,DNF,0,0
,Brazil,21,3,SR,1,GAS,ALP,1,8,0
,Brazil,21,3,SR,2,LAW,VCARB,2,7,0
,Brazil,21,3,SR,3,ALB,WILL,3,6,0
,Brazil,21,3,SR,4,COL,WILL,4,5,0
,Brazil,21,3,SR,5,OCO,ALP,5,4,0
,Brazil,21,3,SR,6,BEA,HAAS,6,3,0
,Brazil,21,3,SR,7,TSU,VCARB,7,2,0
,Brazil,21,3,SR,8,BOT,KICK,8,1,0
,Brazil,21,3,SR,9,ZHO,KICK,9,0,0
,Brazil,21,3,SR,10,ALO,AM,10,0,0
,Brazil,21,3,SR,11,STR,AM,11,0,0
,Brazil,21,3,SR,12,HUL,HAAS,DNF,0,0
,Brazil,21,5,R,1,OCO,ALP,1,25,0
,Brazil,21,5,R,2,GAS,ALP,2,18,1
,Brazil,21,5,R,3,TSU,VCARB,3,15,0
,Brazil,21,5,R,4,LAW,VCARB,4,12,0
,Brazil,21,5,R,5,BEA,HAAS,5,10,0
,Brazil,21,5,R,6,BOT,KICK,6,8,0
,Brazil,21,5,R,7,ALO,AM,7,6,0
,Brazil,21,5,R,8,ZHO,KICK,8,4,0
,Brazil,21,5,R,9,COL,WILL,DNF,0,0
,Brazil,21,5,R,10,ALB,WILL,DNF,0,0
,Brazil,21,5,R,11,STR,AM,DNF,0,0
,Brazil,21,5,R,12,HUL,HAAS,DNF,0,0
,Las Vegas,22,5,R,1,HUL,HAAS,1,25,0
,Las Vegas,22,5,R,2,TSU,VCARB,2,18,0
,Las Vegas,22,5,R,3,ALO,AM,3,15,0
,Las Vegas,22,5,R,4,MAG,HAAS,4,12,0
,Las Vegas,22,5,R,5,ZHO,KICK,5,10,1
,Las Vegas,22,5,R,6,COL,WILL,6,8,0
,Las Vegas,22,5,R,7,STR,AM,7,6,0
,Las Vegas,22,5,R,8,LAW,VCARB,8,4,0
,Las Vegas,22,5,R,9,OCO,ALP,9,2,0
,Las Vegas,22,5,R,10,BOT,KICK,10,1,0
,Las Vegas,22,5,R,11,ALB,WILL,DNF,0,0
,Las Vegas,22,5,R,12,GAS,ALP,DNF,0,0
,Qatar,23,3,SR,1,HUL,HAAS,1,8,0
,Qatar,23,3,SR,2,GAS,ALP,2,7,0
,Qatar,23,3,SR,3,MAG,HAAS,3,6,0
,Qatar,23,3,SR,4,ALO,AM,4,5,0
,Qatar,23,3,SR,5,BOT,KICK,5,4,0
,Qatar,23,3,SR,6,STR,AM,6,3,0
,Qatar,23,3,SR,7,OCO,ALP,7,2,0
,Qatar,23,3,SR,8,ALB,WILL,8,1,0
,Qatar,23,3,SR,9,LAW,VCARB,9,0,0
,Qatar,23,3,SR,10,TSU,VCARB,10,0,0
,Qatar,23,3,SR,11,COL,WILL,11,0,0
,Qatar,23,3,SR,12,ZHO,KICK,12,0,0
,Qatar,23,5,R,1,GAS,ALP,1,25,0
,Qatar,23,5,R,2,ALO,AM,2,18,1
,Qatar,23,5,R,3,ZHO,KICK,3,15,0
,Qatar,23,5,R,4,MAG,HAAS,4,12,0
,Qatar,23,5,R,5,BOT,KICK,5,10,0
,Qatar,23,5,R,6,TSU,VCARB,6,8,0
,Qatar,23,5,R,7,LAW,VCARB,7,6,0
,Qatar,23,5,R,8,ALB,WILL,8,4,0
,Qatar,23,5,R,9,HUL,HAAS,DNF,0,0
,Qatar,23,5,R,10,STR,AM,DNF,0,0
,Qatar,23,5,R,11,COL,WILL,DNF,0,0
,Qatar,23,5,R,12,OCO,ALP,DNF,0,0
,Abu Dhabi,24,5,R,1,GAS,ALP,1,25,0
,Abu Dhabi,24,5,R,2,HUL,HAAS,2,18,0
,Abu Dhabi,24,5,R,3,ALO,AM,3,15,0
,Abu Dhabi,24,5,R,4,ALB,WILL,4,12,0
,Abu Dhabi,24,5,R,5,TSU,VCARB,5,10,0
,Abu Dhabi,24,5,R,6,ZHO,KICK,6,8,0
,Abu Dhabi,24,5,R,7,STR,AM,7,6,0
,Abu Dhabi,24,5,R,8,DOO,ALP,8,4,0
,Abu Dhabi,24,5,R,9,MAG,HAAS,9,2,1
,Abu Dhabi,24,5,R,10,LAW,VCARB,10,1,0
,Abu Dhabi,24,5,R,11,BOT,KICK,DNF,0,0
,Abu Dhabi,24,5,R,12,COL,WILL,DNF,0,0
